text,label
we have three 4 star hotel -s that provide free internet and free parking . is there an area you would prefer to stay at ?,1
tr7447 leaves at 13:00and costs 18.88 pounds . can we book ?,1
both offer the county their full namewaco (tm and ib) for 80 miles to border town on 5 and 7 june and that should be all of,0
tr1148 leaves in at 8:58am j 17:30 | 04:21 idc would you like to book it for you ? 7:58 pm 7,0
tr3111 will stay and hopefully book an early check-in to leave 4:45pm on thursday of the 3rd .,0
there are 10 cheap hotel -s is there an area you prefer ?,1
you are welcome . can i help with anything else ?,1
i booked the university arms hotel for 4 people starting thursday staying for 5 nights . your reservation number is xqe5glod . anything else i can help you with ?,1
"the concerthall and galles have set you all free and glad to hear of their arrival at the port .  as you arrive at the port , your ticket",0
"any specific institution in europe is not in your opinion your school ? if so , do you have other options when traveling in comparison to english-speaking colleges in europe",0
"the address of the cambridge arts theatre is 6 saint edward 's passage , postcode cb23pj .",1
meghna serves gluten free food at the pharmacy at 4363 preston street in north east london . contact francesca,0
i booked you for 1 ticket your reference number is fcgnzkow . it will arrive by 12:23,1
"ok , so that was a cab leaving from clare college and going to christ 's college arriving there at 18:00 ?",1
i recommendvlittle . that would be fantastic ! that would be like 7 stars and is an expensive restaurant . would you like to go somewhere else and call them ? can,0
"okay , have a great time and be safe .",1
excellent . thank you for getting in touch .,1
"wadlebury county is located at 775 twintash with all transportation . the house is situated in the center , and price range -s from £8.50 to £",0
okay i have booked that for you and the reference number is fr546mzc . is there anything else i can do for you ?,1
yes cityroomz cb9dj on friday . i have a nice coffee in the river . would be glad to have it too ! call you back to,0
would that help you with anything else before going up ? we really would not be able to help you todaythe bathroom is pretty much in the centre,0
"thank you , that was all i needed .",1
train tr3447 motorcity house btr3935 sb76j 40mins 2nd july 13.5 views last hour: toberton post,0
are you certain you do not need further assistance ?,1
"for moderate priced) does everything you need . browse their website . nice hotel , you have lots of options . it is cheap , we would recommend the",0
train tr0776 . are you looking for a room in the hall part of town ?,0
too many people do that by the time they leave and it is the last chance for you to get home !,0
la mimosa the redriver paynes canton and the francisco port the redriver queenofredo is the expensive redline restaurant to,0
"your booking was successful , the total fee is 30.24 gbp payable at the station . reference number is : lv1beg9r .",1
ok i was able to book your party at bridge guest house . your reference code is zufsd1j5 . is there anything else i can help you with tonight ?,1
the tr6549xi or tr6411x to 8:30 ) . ),0
address is . parrotwood . unit de trumbello . ca 95037 . phone 054590033 . add 0872661480 . station,0
i searched the internet for anything about this church they are not interested in or anything like that . i was able to find many place -s to have a great time and,0
"the tr7309 alright , alright let 's make that phone number for you :d . thanks . can i help with anything else today ?",0
i am sorry but no guesthouses exist that match those criteria . would you consider a hotel ?,1
you are welcome ! bye !,1
i can help you with that . do you have a specific time frame in mind ?,1
tr1428 departs at 18:32 and arrives by 19:32 . would you like a ticket ?,1
"see where your phone number is) . alternatively , by leaving your address you will be called back at 11:52 am . please note that telephone numbers",0
glad i can do it for you btw though – what do you need for me to do today ? thank you for using the app and it may,0
"for how many , and day and time ?",1
restuarant one seven . the address is de vere university arms regent street city centre . the phone number is 01223337766 .,1
tr5529 leaves for pierre 25.36.14 postcode monday comes to stockholm as usual . do you have anything else to add ? can i get,0
the acorn guest house is located at 154 chesterton road . would you like any additional information ?,1
"phone , 225944378724 , yellowwhite , and frankfurt , frankfurt , france and tr4 still have 4 neighbours and 2 different neighbourhoods",0
have a nice day .,1
can you tell me the name please ?,1
i have 3 in that price range and area . may i recommend zizzi cambridge ?,1
"absolutely , their address is the old pumping station , cheddars lane . is there anything else i can assist yo with today ?",1
the lucky star is a chinese restaurant in the south in the cheap price range .,1
what day and time would you need that reservation to be ? where will you be traveling to with the taxi ?,1
what area of town are you looking at ?,1
si booked you at the university arms hotel . your reservation is poy0jcra on thursday .,1
booking completed ! booked car type : yellow volkswagen contact number : 07774063266,1
is that you have a good place for me in calgary so i can help you with any requirement -s that you may have . should there be any travel preference,0
"the postcode is cb21rt and the address is doubletree by hilton cambridge granta place mill lane , will that be all ?",1
yes ! you can try nandos city centre . need a reservation ?,1
please enjoy my cookies . . . good bye . goodbye . . . goodbye . . goodbye . . . goodbye . . goodbye .,0
"the university and the work i am doing for you is fine with me .  in the end , at least you were not hurt by anything that happened in",0
how about holy trinity church ? their postcode is cb23nz and the telephone number is 01223355397 .,1
"sure . i will need to know how many people you would like to book it for , what day you would like and how many days you would like to stay .",1
"booking was successful , the total fee is 70.8 gbp payable at the station . reference number is : i4wfzded . what else can i help you with today ?",1
it was my pleasure to help . have a great evening . goodbye .,1
what type of attraction would you like to visit ?,1
it was a pleasure to help you today . goodbye .,1
"tr5928 leaves the station and takes you down to make your reservation . you will be rewarded with 12 tickets when you depart the station for 21:12 , payable by",0
"the parkside police station is located in postcode cb11jg at parkside , cambridge .",1
you are welcome . thank you for using our services . have a great day !,1
"train #tr4330 embarcadero florida de america , fa , 074225450885 info : transton centre",0
how many tickets please,1
what time would you like to leave ?,1
the cambridge contemporary art museum is a fantastic place to visit . it is located at 6 trinity street and admission is free ! do you need more information ?,1
"booking was successful , the total fee is 450.6 gbp payable at the station . reference number is : g368b2vi . can i help with anything else today ?",1
07426688661 is your postcode ?,0
the tr4466 has it in either ) or . the choice is further down the road but the price range is comparable . your reference number is ertonge . is,0
"thank you for using cambridge towninfo centre , and enjoy your meal !",1
"then , i am sorry , i was thinking of that barbed wire part of town . i am sorry , i would be glad if you could stay there and",0
train tr4447 to perth airport to register ph: +61 2275006622 fax: +61 227500677,0
"kymmoy s actions (amazingly ! ) , the closure of the weltati café was successful and our customers would be happy to have you try a margherita",0
you are most welcome !,1
"tr7618 arrives at 9:23 am for holiday services , that is the final address . your phone number is : 008072662479 . it is not a",0
"the dojo entrance) find me at 714 , 5 four and a half pages . 5 short seats on one floor .",0
their details) and what it is for you . please contact us for more information . and goodbye . goodbye . goodbye . goodbye . goodbye . goodbye .,0
when would you like to arrive ?,1
my search of the same name and it has so many surprises to choose from including a beach house and a tropical spot from richfield in the center area of town,0
22 sidney cb1053343,0
cb39et cb39et there you are .,1
"tr5538 leaves the centre of town and then leaves west . your wish may be fulfilled . you may arrive by 6:40 . postcodes , train station , b",0
how about a museum ? or we have some terrific colleges you could visit . there is always the theatre as well .,1
your cab to the house -enjoy ! home are you looking for car ? do you need anything else ? and will that be okay ?,0
the allenbell is a low cost guesthouse .,1
are you sure you would not prefer another side of town ?,1
the tr3697b provides 4x the converted 9x2 needs . ) it is a hard price range for a package in the looking room .,0
"you are all set for train tr7472 . it will cost 30.24 gbp , payable at the station . the reference number is cupcjmgo . can i help you further ?",1
great ! your booking number is de8soffl . how else can i help ?,1
any other preferences to narrow the search ?,1
"those are probably the songs and the tracks) , but what would you like to try them for at once or whenever you need it more than anything else ?",0
"panahar is currently a unesco centre , which would include a museum , a hospital , library and a park . the shopping centre and the beach are both in the centre",0
"their entrance before 10:30 . entrance is free on day . train departing at 12:39 departing station at 15:39 , departing",0
it offers british food and it is expensive,1
go to the elkton training center and you can get in through the restroom number when you arrive by 9:45 . first we need the group number,0
tr3637 will be there . nice !,0
"i apologize , the train that arrives by 16:08 is actual -ly the tr0269 , and it leaves at 15:17 . is there anything else i can help with today ?",1
"ok expect ?  yes .  you prefer me to be your translator . the place is a big one and the daily budget is 6,000 ranish",0
"very good for you) although the price is relatively inexpensive compared to others in the range . not sure if the centre is part of town , but if it is",0
tr3404 will not be being booked . please contact us at tel: +44 79011485706 . ofc and nu52,0
how about old schools ? it is architecture and a school !,1
you are very welcome . have a wonderful stay !,1
"got it , i found a and b guest house located in the east and not to far from the restaurant . will this work ?",1
"yes , it has free wifi and parking . how many will i be booking for ?",1
"tr5225 arrives at red river depot on 5th street in kansas city , ct . my taxi was picked up at hotel down the road , payed for 10 minutes",0
"yes , it is 01223446100 . can i do anything else for you today ?",1
okay . tr5853 leaves at 09:29 and arrives at 10:07 would you like me to book that train for you ?,1
that has many true -ly post explosive theatres in the suburbs and downtown that cater to the college class and the college attendee groupnot expensive and thus not expensive,0
they have free parking . postcode is cb39lh . anything else you need ?,1
i found 4 guesthouses and 2 hotel -s with 3 star rating -s do you have a preference ?,1
travel times during the day you can book tickets to our event centrethe huazhao nen hotel located in the centre . saturday,0
right . asian friday . serby day 6 . oran taft time . is there anything else for you today ?,0
"train tr031575 , l82.81.243 . btwwas there anything else you wanted to know about that particular day ? is there anything else we",0
what about it ?  to make your choice between what we like or what you want please contact the travel software department for more information and number .,0
the sala bs and british cayenne pepper . . nothing else . .  the locavore would have no further trouble in,0
and *i* *i do not know you *but what exactly are you doing here ?,0
"your reservation has been made for 3 people , 5 days beginning saturday . your reference number is: ux99d4xr . is there anything else i can help you with today ?",1
"both hotel , friday evenings , dinner , i even found a gift for you . . .",0
i have two . the varsity and bloombury restaurant 's .,1
the tr357112 you are on your way at 1:40 . could you help me with anything else ?,0
thank you goodbye .,1
also what day are you staying ?,1
the tr7846 would fit into that group ! ),0
01223240089 is the address you are in and how many tickets you need today ? :p,0
tr3702 leaves dept wz21 vassal area 2h20 and then leaves ef97o and leaves ukj24 what day do you,0
kymmoy is their price range is australia for 1.4 kg sg 22 € 0.00 vces ? hong steoneer train will be,0
ok sure ) he dont have green my girlfriend chloe knew me well when i was starting and also came to pick me up at 3:15 today,0
the nearest postcode is 93307 and the address is an hour from the station) will you like me to meet you there for the night ?,0
alright ive been there ive heard it before ive be glad ive got all those,0
lets narrow it down to 24 central location -s to serve as a meeting place and food destination . the listings are cheap and you can book your table from the,0
"the express by holiday inn cambridge is only 2 stars . unfortunately , there are no 4 star place -s to stay in the east in the expensive price range .",1
okay your booking was successful and you reference number is 9h9v7j2z .,1
the address is 100 mill road city centre .,1
of coursethe sarantella were all haihao haongquai . would you like me to reserve a room ?,0
department phone number: 01237649280 x74,0
i have train tr5159 leaving cambridge at 11:06 arriving in peterborough at 11:56 on thursday . would you like me to make reservations for that ?,1
i have many . what type of food are you looking for ?,1
okis there are two other restaurant openings in town if you are looking for me please let me know what day you are coming from ?,0
bedouin at 9:38 am 21096410599166 . come to bedouin hmm . thank you .,0
4 stars on the cost side ?,0
tr2138 leaves friday evening . 2198 days so far . can i book you for that ?,0
"of course , there are three hotel -s in the centre . do you have any particular needs ?",1
"restaurant alimentum serves modern european food , and peking restaurant serves chinese .",1
"tr1703 leaves the front of the train and arrives at the station at 5.59 pm . bob baddish , mannequin street . cab",0
would 6:45 pm ?,0
"have a lovely day , goodbye .",1
what type of information can i help you with ?,1
phone is 01223420060 . do you need anything else ?,1
"cb23ll , is that a station located in town ?",0
the respiratory system is a wonderful and great challenge that will give you another shot at new friends this year . please take the time to make the trip that way to,0
i am apologize but before i can provide a train number i need to know what time you would like to depart .,1
is location is located in small town in east end town . the fee is 1 as per bill . there are 3 conference is for $15 . phone is 01,0
"there are entertainment attractions in the east , south , and west area -s . which would work best ?",1
there are 5 such trains . do you want to set an arrival time ?,1
sure ! the panahar is an expensive indian restaurant in the centre of town . would you like the phone number or address ?,1
okay great ! i hope you have a wonderful day !,1
"your car is located in my personal area , i am sorry if there are any additional parking fees . we recommend parking at certain parking lots . i cannot leave you",0
there are several trains that will get you there on time . what time do you hope to leave ?,1
certain -ly . it looks like the trip is 17 minutes long . when would you like to leave ?,1
"the tr011724 , their address is : michaelville dalton postcode : 173997 . they can do a simple ring number to confirm it .",0
entertainment .,0
booking completed ! booked car type : white ford contact number : 07570319007,1
the tr1709 is there anything else you need to know about this particular train or the listed directions on the tr1709 ? any questions on that train would be very,0
what time do you need to depart ?,1
the phone number is 01223245151 .,1
yes ! the cambridge university botanic gardens are in the centre and the entrance fee is 4 pounds .,1
yes of course we can arrange a hostel that does not charge for wifi as extra . do you have a brand in mind ?,1
i do . it is a moderate -ly priced 2 star hotel .,1
yes it does have internet .,1
i have booked a yellow tesla for you and you will arrive at the restaurant by 12:15 . the contact number for the taxi is 07916644539 . is there anything else ?,1
i would love to help . where are you departing from ?,1
"nandos number , no other information you need . about dhlan . did you need a reference number ? can i help you with anything else ? yes i",0
"i would recommend the the oak bistro , which is located at 6 lensfield road . would you be interested in making a reservation ?",1
there are four boating option in town . is there a specific area you prefer ?,1
reference number is lfbb6yno .,1
what place are you staying from for the rest of the day ?,0
"3 stars , 3 stars here if you like . tuesday the twelfth was great ! thanks ! , is there anything else you need to know ? , bye",0
please feel free to leave a comment below using #sifbdfby .,0
"of course , let me know if you need anything else .",1
nice it works . so the reference for your booking is 56e9mw1n . do you need further assistance ?,1
train tr2775 a matching restaurant will be located on the east side of town and serving free wifi . bring your own food and you are invited to reserve your seat .,0
tr5729 arrives at our bank and payment is accepted . info is: 1636458321 and carinfo is : 5473350517 you will need an,0
"ok ! i can book a room for you if you can tell me the day you are arriving , how many nights you need , and the number of people in your party .",1
this departs at 05:17 and the price of the ticket is 23.60 pounds .,1
"train tr0767 was located in street louis -able in the grey area , but there were no cb2 butphs between the station and the cash center .",0
sure thingthe table went out of service due to the 50 min wait time . i booked it for 19:30 . your address is 70 tipperton beach .,0
there are no restaurant -s that serve cantonese food in the moderate price range .,1
the broughton house gallery is in the centre . admission is free . would you like directions ?,1
"okay there is the christ 's college located at saint andrew 's street and it is free . also corpus christi college , king 's parade cost 2 pounds .",1
"the pleasure in experiencing what you are and going about your day . and if it is your pleasure that day , do you have anything else to share at this time",0
okay for transvestite townies :) *grooming and british (foetida tea) . bedeck for me too ? ----- bye bye -,0
no such place where you can meet up to eat and have a great day .  maybe there are others like it out there . i would love,0
their post count is about 19:29 so if there is anything else you want me to post with or where do you want to be and how long do you,0
"archway house may not be available for that size but you would need to make a reservation and call that number , the address is dinzen lane house . ch",0
a greyhound every 15 minutes as a case number indicates . 8:32 pm arrives in żanek town in europe at 5:33,0
tr2365 gets you to take a seat .,0
absolutely . you will arrive at 15:52 .,1
"prezzo s british café , and it serves the mahogany tea with many fragrant notes . first time in town (5 stars) ?",0
the phone number is 0122324600 . anything else i can help with ?,1
"i sure can , what day are you wanting to check in ?",1
i love doge coin that kinda comes with your phone number you want . how do you do ? i hope i can help you with anything else in need ?,0
"tr0275 departs 1:56pm for good luck . * touch , the address is 1162308 handchemp08 gsssl q20xsz brm",0
you are booked ! your reference number is gvq282kf . is there anything else i can help you with ?,1
boom ! for serie ? :,0
yes it does ! free parking too .,1
tr6958 leaves 3168173 sounds good 02:11:41 is there anything else i can help you with today ? i can give you a,0
there is the alexander bed and breakfast thich is 4 star and has free parking and wifi .,1
tr4765 will be located at rickards chicago . phone 012176411786 you may also call us to book a table .,0
"sure , there are 4 theatres in the centre of town . i suggest the mumford theatre at anglia ruskin enterprise , east road . is there any other information you need ?",1
"unfortunately , that length of stay is not available . would you like to try again for a shorter stay ?",1
gonville and is located at 909 4th street .  early details in case you want more information . https: and and www . facebook . com and,0
tr6697 departs at 17:33 to take you west to mira inn 17:35 to enjoy your stay here and enjoy a nice change of scenery .,0
the el-fi mecca hotels en vie el-fi mecca hotel number 0015116531 there is one and,0
the price is 16.50 pounds . the train id is tr2673 . shall i book it for you ?,1
"i sure can ! we have 17 wonderful chinese place -s , is there a particular area or price range you have in mind ?",1
"sure , what area would you like to stay in ?",1
where are you leaving from and going to ?,1
"broughton house was white , in the parish church area . there is no one else on the street that looks like it . nothing else . . do you have",0
tr3891 leaves 06:40 . with one shot . with . 243 x 110 s . that would be sufficient for . call today . . .,0
"sure , what type of information ?",1
"sure , it is 96 barton road .",1
do you need to cancel the booking ?,1
unfortunately there are not any restaurant -s that fit your criteria . is there anything else that i can do for you ?,1
"there are japanese , italian , modern european , portuguese , indian , and mexican . which of these do you prefer ?",1
train tr2145 will then arrive at 01:42 . the time is 01:32 . the costs would be around £1.40 .,0
okay goodbye ! its been a very nice day so far for you . are there any area -s you like to stay for ?,0
there are 7 hotel -s that meet that criteria . do you have an area preference ?,1
"sure , i have tandoori palace , cocum , rice boat , maharajah tandoori restaurant , meghna . can i book a table for you at one of these ?",1
"the tr6067 , the te7562 , which can be reached by any telus) . . .",0
i can help you with that . how early do you want to leave because we have trains running as early as 5:35,1
i am sorry but there are no guesthouses in the south with zero stars and free parking . there is a 3-star guesthouse called bridge guest house . are you interested ?,1
there number is 01223307402,1
depends on the person you are getting into in the first place .,0
a and lilal are not booked for that night . i would recommend the nexbridge cabadero + wifi from nexbridge friday the 1st,0
what is your destination ?,1
i have found 5 hotel -s . how about el shaddai ?,1
"sure , i have booked four tickets for cambridge to stansted airport saturday , your reference number is yonurjsx . may i help with anything else ?",1
would you like for it to have a certain number of stars ?,1
what time would you like to depart peterborough ?,1
the train leave from kalinai at 9:50 and travel to koukhawa for 56 minutes by the train from kumasala and arrive in kalina,0
the train id is tr3267 and the travel time is 79 minutes . is there anything else i can help you with or would you like to purchase tickets ?,1
"the tr3371-07050 will arrive in the port city shortly there . · will arrive by 7:22 , area code 71220 and be",0
"the chiquito and latte at 0500.265 . charla at smoochenstreet , amsterdam 08721 and call 071131133",0
what time is that being filmed in ?  i am going to be there at 5.40 am on the 11th . do you have anything else planned,0
unfortunately there are no bullets in town .  sir shawn had already finished finding barter and other services and made his way to kingsley street police station where,0
where will you be traveling from ?,1
i have several available . what days would you like to stay ?,1
i am not sure . would you like me to give you the phone number ? they might have more information on that .,1
"no they did not ?  yeah , that is correct ,  george replied unglamorously . how do you feel about your options ? ",0
booking was successful . the table will be reserved for 15 minutes . reference number is : nr6vpa82 .,1
your reference number is ddba2u1r . the total fee is 61.44 gbp payable at the station . may i help with something else ?,1
"good luck , i hope you recover soon !",1
yes . city centre north b and b is in the cheap price range .,1
there are no 4 star hotel -s matching your criteria . i can however book you a 3-star or 2-star hotel if you want,1
tr1339 arrives in 13 minutes 11:00 am and arrives at 9:30 am . click here for details . klaoke -ska 4 miles,0
"i am sorry , i cannot find any restaurant serving irish food in this town . do you have another type of food in your mind ?",1
what day were you wanting to travel on ?,1
there are 38 trains leaving for peterborough on thursday . is there a specific time you would like to arrive by ?,1
i actual -ly do not have knowledge of any moderate australian restaurant -s in the centre . there are some british restaurant -s i could inform you about .,1
thank you goodbye,1
arbury lodge at 82 arbury road has free parking .,1
"yes , i can help with that . there are 5 attractions in the center of cambridge , 4 are churches and the other is an old school . 4 are free and 1 costs 2 pounds . do you have any preferences or would you simply like a random recommendation ?",1
booking was successful . the table will be reserved for 15 minutes . reference number is : omkmnjem .,1
there is fives place -s that fit that bill . do you have a price range in mind ?,1
the tr8089 from they are pricey but the out quality is outstanding) .,0
yes . tr8793 departs cambridge at 14:11 and arrives at 14:58 . would you like me to book you a ticket ?,1
"the avalon is located at 62 gilbert road . if you would like me to book that , message us back . thank you .",1
meghna is situated on the bottom right corner of the city centre centre with a pleasant view of the north coast on one side and a cafe on the other .,0
"booking was successful , the total fee is 48.48 gbp payable at the station . reference number is : b9l7e2j1 .",1
there are 24 star hotel -s in the area . huntington marriott hotel in the west and university arms hotel in the centre .,1
okay fantastic ! -brp thanks for a great day . and having fun hunting joker hi .,0
"congratulations , we have a great day , and enjoy the presentment . 1012266 los reyes , ct today was 8:11 with good",0
thanks not sure when . i found two sites for food from train : salmons brook and becksit hamilton . i would recommend tr2train,0
"would it work for me ?  you can use your phone number at 86682015421 , or on the alternative phone number . 81a 38",0
kindly be sorry for your blokes and those -they are not welcome -there are no cambridge ditumands on offer . can we address you -,0
"okay anytime , onehour: 0205 8:30 a . m .  , behavioural cocktails for 4 per person } 22",0
i would be happy to help ! where are you coming from ?,1
i am glad to help have a nice stay,1
did you have a specific place or area in mind ?,1
try gonville marriott lodge hotel friday 9:30 pm 8 asmilton river confections hotel chicago the local hotel is expensive again 8 jasper,0
hope you enjoyed the ride . thank you for using elymphols cambridge taxi a tondon . they are quite serviceable . its an enquiry type,0
"tr4235 departs , prepaid . okay . 3 0.5ms . or 4 fm . um . a i have another . uk ? is there anything else",0
the police department no longer serves those multiple requests (you need to contact the city police department at 1-8889878124 ) . there are,0
parking is at rk281 hwy 17 scala valley offers you free parking in each of the two guesthouses located near the entrance and lodge lobby,0
"headed to recover the price ? pundit is a certain price range with many different kinds of price -s and many guesthouses . unfortunately , its internet and",0
what is your destination and what day will you be leaving cambridge ?,1
booking was successful . reference number is : kzhalmqd . anything else ?,1
a ticket there is reserved for 18 minutes that way as well . 3) chesterfield college is a great public college located in east london . 10,0
both city centre north b and b and el shaddai have free wifi . would you like to book one of these ?,1
"tr3659 arrives today at 10:38:07 . you may request an appointment at that number , and let me know when it is time to arrive . thanks .",0
they serve mexican food .,1
all hotel that would accept reservations that day) . i need you to book a room here by 12:45it will be reserved at 1411tcl .,0
absolutely . where are you coming from ?,1
enjoy your visit !,1
i highly recommend warkworth house in the moderate price range . do you want me to book it for you ?,1
there are two . the gonville hotel and the lensfield . both also have free parking . would you like me to book one for you ?,1
tr3577 will work fine for me as well !,0
tr8509 will be left at 13:33 (45 minutes) how can i help with anything else ?,0
there are no cheap hotel -s with 3 stars and free wifi . would you be interested in a moderate -ly priced one instead ?,1
indeed we have very wide access to all the schools you choose . we have try our system at the school website . what is your area of interest ?,0
train tr1163 and tr1164 available for you . what time do you need your phone and water ?,0
may i recommend alexander bed and breakfast . they are a four star guesthouse in the cheap price range with free wifi and parking .,1
total -ly $6726 -ly $3480 -ly $3880 . 0 % . 0 % . 0 % . 0 % . 0 % . 0,0
thank you for using this service good bye,1
rosa s arrival to the emergency services may have been missed . is there any additional information you need to contact us today or when you can start ?,0
"tr418 leaves -04:07 , how many passengers and where you would like to be leaving from . i am sorry i have not managed to track you",0
its price has been confirmed . what are your results ?,0
105 minutes . 30.24 pounds .,1
would you like me to contact the parkside police for you ?,1
you are welcome . have a nice day . bye .,1
cb13ef . email address : bukelawevelope . 7.210 . phone number : 2122058209 . address -vai . cb23,0
"before we go to bed , do you want to know what time you would like to leave or arrive ?  so , how about midnight ?  she asked",0
la raza serves cheap spanish food . would you like me to book you a table ?,1
tr3207 will book you for your room . you need to confirm you are able to make the trip and price at booking price . your reference number is : 09,0
"hakks , bangkok 19 : 20 . mehki , talham 22 : 01 . advisto , portuguese . is there anything",0
"tr2153 arrives closest to that , it can get you there by 18:07 , shall i book you ?",1
"those reservations and cross-country skiing for the time being is a certain duration that is in your preference , and the train can arrive by 19:45 and arrive",0
"well , after 8 . you have everything . why do you need them ? are you able to afford one ? i have many options there . would you like to",0
actual -ly i was able to book archway house for you after all . 2 nights . your reference number is mhah7nwt . do you need anything else ?,1
where from now we have eight classes for child -s and four groups for adolescents and teachers .  the first is new polynesian lessons where the first child is,0
oh i was ine and was sure you were okay ? :o ) :> thank you very much ! :o here are some people you could,0
there are three trains that depart after 20:30 the first one departs at 21:01 . would you like to book a seat ?,1
acorn guesthouse 2.5 stars . . give both high and moderate living in a shared bedroom in gemogote . . . tell your i may have,0
tr2027625022 and arrives the following day in college and arrives at 202.762.5022 . your available time is not affected,0
since this makes you feel good you need help with anything else) 13:43 < andytoshi> they could be set to minutes and the day of the,0
their phone number is 01223304050 and their postcode is cb12tz . do you need help with anything else ?,1
there sure you all have a great day here mate),0
can please tell me how many child -s you have with .  shaw el-banna did not have any child -s with her parents and did not seem worried,0
tr7406 leaves the intersection and crosses the road . sussex police and king services tell the restaurant that their contact number is 0882624835653 .,0
the address for da vinci pizzeria is 20 milton road chesterton and the phone number is 01223351707 .,1
cityrooms is located at 11th and street lawrence street and has an entrance fee of $3.45 per person . bands » phone,0
"and the arrangement of the procession so far may not have prevented you getting there at all) , and thanks again for the invitation to cambridge evening .",0
how many people should i book for ?,1
"these are 3 ways to start with the avatar program . first , and most importantly: we need your help in finding a permanent place to stay . not just in",0
what time would you like the taxi to arrive ?,1
"cityroomz does not have the easiest address , can try to find one for you there at the address where you are staying or in case there are additional questions , call",0
train tr7468 . ipad list has 236 . phone number is 0211534170 . postcode,0
"unfortunately , we no longer have any new zealand restaurant -s in the city . can i search for something else for you ?",1
we have a variety of choices . if you can specify your price range,1
yes what area are you looking to dine in ?,1
the tr2001 and ldns server with 255.168.2.1 should work . i have two confirmations on both tla and tr2002,0
i cant find it anywhere . can we change the price range ?,1
prezzo restaurant tr2g 39.45 also point urin viano restaurant ? ? nba food is awesome,0
that cuts way to bottom) . i have left 4 separate milmers to reserve and the service info is bookingen -aft . your reference number is,0
i have 13 hotel -s in the north ranging from cheap to moderate -ly priced . would you like to narrow it down by choosing a star rating ?,1
i have that you are going to ely thursday by 8pm . where are you departing from and when would like to arrive ?,1
i have a 13:17 or a 15:17 ? would those departure times work for you ?,1
be careful when using a trunk without lock or phone number for parking . enter your zip code in the box to confirm the address: you will,0
