text,label
"thank you , goodbye .",0
"i recommend tenpin it is in cambridge leisure park , clifton way postcode cb17dy and their number is 08715501010 . is there anything else i can help with today ?",1
there are more than 70 trains that go to bishops stratford . what day and time would you like to travel ?,0
the a and b guest house is a 4-star guesthouse on the east side of town . they offer free parking and internet . their address is 124 tension road .,0
you are welcome . have a great day .,0
"okay , thank you for calling .",1
there are many trains leaving cambridge . where are you traveling to ?,0
there are 5 restaurant -s that meet your criteria . is there a particular area of town you d like to dine in ?,0
"booking was successful , the total fee is 120.96 gbp payable at the station . reference number is : fmyxqv28 .",0
"booking was successful , the total fee is 75.09 gbp payable at the station . reference number is : qrzk7y5s .",0
there are many colleges to visit . i recommend downing college on regent street . admission is free .,0
i have booked your table for 2 at 12:30 on sunday at the oak bistro . your reference number is : f1ntkwzo . is there anything else i can help you with ?,0
it is a theatre located at 6 saint edward 's passage,1
"there are no multiple sports in the south , but there are multiple sports in the east . do you want to stay with an attraction in the south ?",1
you are welcome and thank you for using cambridge towninfo centre .,1
it is expensive .,0
"sure , i can do that . when would you like to leave or arrive by ?",0
01223566188 jinling noodle bar . anything else ?,1
there is one cinema in the centre called vue cinema . would you like the address and postcode ?,1
"are you booking for one person ? when is your arrival and how long is your stay , please .",1
tr4294 will leave at 17:50 and arrive by 18:07 . do you need to book tickets ?,1
you are very welcome . have a great day !,0
how many people will be staying ?,0
the entrance fee is free . anything else i can do for you today ?,1
i will be happy to help with that ! where are you travelling to ?,1
i have 19 trains available that day . is there a particular time you would like to leave or arrive by ?,0
do you have a preference for price range or area ?,0
"sure , there are plenty of those in the centre . i would recommend kambar , located at 1 wheeler street . can i get you more information ?",1
i will work on this and be right back with you .,1
thank you for using our services . have we met all of your needs ?,0
the train id is tr0160 and the price is 13.20 pounds per ticket . the travel time is 50 minutes .,0
the varsity restaurant and bloomsbury restaurant are both moderate -ly priced international restaurant -s in the center of town . would you like a reservation at one of these ?,1
i have trains from cambridge . what is your destination and what time would you like to leave ?,0
thank you for using our service today .,0
they do . shall i book it ?,1
i can help with that . do you know the name of the hotel you are looking for ?,0
what date and time would you like that reservation ?,1
"sure , do you have an area of town you would like to visit ?",1
train tr3415 would leave at 5:40 and arrive in cambridge at 08:23 . would you like me to book that for you ?,1
there are several trains available . what time would you like to leave and how many tickets do you need ?,0
thank you for contacting us . have a great day .,0
"i am sorry , but i could not get you that time . would you like to try another ?",0
i have you booked successfully for 7 people . the reservation number is ngwu3i57,1
i am sorry but i was unable to book that for you . would you like to book another day or a shorter stay ?,0
thank you for using the cambridge towninfo centre . have a great day .,0
it is been a pleasure . good day sir . goodbye .,1
it is a 4 star hotel with free wifi and located at 62 gilbert road . their phone number is 01223353071 .,0
"acorn guest house is available , would that work ?",0
i recommend pizza hut fen ditton . it is an italian restaurant . would you like a reservation ?,0
your taxi has been booked and it will be a black bmw . the contact number is 07734605064 . can i help you with anything else today ?,0
"there are quite a few italian restaurant -s in the centre . would you like something cheap , moderate -ly priced , or more expensive ?",1
"i can book you at zizzi cambridge , what day and time do you want to book ?",0
i d recommend christ 's college . can i give you the address ?,0
"i would recommend the cambridge arts theatre , or the cambridge corn exchange .",0
i have several indian restaurant -s in the city centre . do you have a preference for the price range or the expensive range ?,0
there are 38 possible entries for a train between peterborough abs cambridge . did you have a departure time you would like ?,1
meghna is a restaurant in the west serving indian food in the moderate price range . do you need more information or want to reserve a table ?,1
"the funky fun house is located at 8 mercers row , mercers row industrial estate .",0
you are welcome . have a great day .,0
"the postal for old schools is cb21tt , can i help with anything else ?",1
you are welcome . have a great day .,0
"their address is cherry hinton hall , cherry hinton road . the phone number to reach them is 01223446100 . is there any other info you need ?",1
i am sorry but there is nothing available for your requested time . would you like me to try another ?,0
tr0031 departs stansted airport at 09:24 and arrives in cambridge by 09:52 . would you like me to book it for you ?,0
the tr3412 will get you there at 11:52 on tuesday .,0
sure thing ! the copper kettle is located at 4 kings parade city centre . their postcode is cb21sj . you can reach them at 01223365068 . would you be needing a reservation after all ?,1
nusha is an entertainment attraction in the south the entrance fee is not listed . do you need the phone number and address ?,1
chiquito restaurant bar is located in the south area . can you please tell me where you are departing from and where you are going ?,0
there are no guesthouse that meet your criteria . would you like to change the criteria ?,0
what day would you like me to book the hotel for ?,1
is there anything else that i can assist with ?,1
"sure ! the travel time is 163 minutes , the train id is tr6628 , and it departs at 08:01 . can i help you with anything else ?",1
the phone numbe,0
"sure , when are you planning to travel ?",1
thank you for using our services .,0
"there are many wonderful restaurant -s in the centre , do you have a cuisine in mind ?",1
thank you ! bye !,1
yes there are 5 different place -s that serve 4 different types of food .,1
i can book that for you . what day would you like to arrive ?,0
"thank you , have a great day !",0
have a lovely day too . !,1
you are so welcome . goodbye .,1
"wandlebury is a lovely park on the south side . their address is quite the mouthful: wandlebury ring , gog magog hills , babraham .",1
"there are 13 colleges in the centre area , gonville and caius college on trinity street is free to visit , would you like the phone number ?",0
"thank you , have a good day .",0
there are 18 place -s in the moderate price range . do you have any other preferences ?,0
"camboats is not sure about the entrance fee , but their postcode is cb58sx .",0
what type of hotel are you looking for ?,0
no problem . anything else i can do for you ?,1
certain -ly . i will have that reference number for you in just one second .,1
would you like me to book you a table at dojo noodle bar at 40210 millers yard city centre for tuesday at 17:00 for 3 people ?,1
there are 2 restaurant -s that fit your criteria . is there a price range you are looking for ?,1
i can book a table for you if you tell me what day and time and for how many people .,0
thank you for using our service . have a great day .,0
"oh yes indeed , 21 in fact ! do you want to visit all of them for your article , or would you like to narrow it down some more ?",1
"yes . the booking was successful , the total fee is 75.09 gbp payable at the station . reference number is : dzj8ve7a .",1
there are many trains that arrive by that time . where will you be departing from ?,1
when do you want to leave by ?,0
booking was successful . the table will be reserved for 15 minutes . reference number is : ey36gh17 .,0
"yes , saffron brasserie is indian food .",1
i can definite -ly help with that . what kind of food are you looking for ?,0
i recommend the cambridge museum of technology .,0
"the phone number is 01223307402 and the address is unit su43 , grande arcade , saint andrews street . postcode is cb23bj . is there anything else i can help you with ?",0
i have 6 restaurant -s that are serve british food and are expensive . is there a certain area you would like ?,1
are you certain you do not need further assistance ?,1
train tr7213 departing from cambridge at 05:40 and arriving at stansted airport at 06:08 will be the best option for you .,1
"sure , i can help you with that . when would you like to travel ?",1
there are 7 different museums . do you prefer a free one or a no entrance fee ?,0
"byard art is located in the south at 14 king 's parade , postcode cb21sj . can i help you with anything else ?",0
you are all booked for frankie and bennys at 18:00 on saturday . the reference number is rjfw8qq9 .,0
i was able to book that for you . your reference number is : na8fw4os .,0
how about tr2061 ? it leaves at 05:29,1
will you be needing anything else today ?,1
i am sorry but there is no availability for 2 nights starting on saturday . is there another day that works for you ? perhaps a different hotel ?,1
you are all set . the reference number is pwyhrhpr . can i help you with anything else today ?,1
yes it is a 4 star hotel . do you have a preference ?,0
i am just showing that they are moderate -ly priced . if you would like i can give you their phone numbers or search for a cheap price range hotel .,1
your booking was successful . your total fee is 37.76 payable at the station . your reference number is jvhb4v3c . is there anything else we can do to assist you ?,1
i was able to book your table on sunday . the reference number is nivmcdk1 . can i help you with anything else ?,0
i have a few choices for you . what day are you wanting to travel ?,1
train tr4803 would meet your criteria . can i book something for you ?,1
what type of food would you like to eat ?,1
booking was successful . the table will be reserved for 15 minutes . your reference number is : rye38vwc . can i do anything else for you today ?,1
curry prince and rajmahal are both available . do you have any other preferences ?,0
"there are two place -s that fit your request: the good luck chinese food takeaway , and peking restaurant . do either of these sound acceptable ?",1
you are booked . the total fee is 143.19 gbp payable at the station and you are reference number is zq9izvll . is there anything else i can help with ?,1
you are welcome . have a great day .,0
it is an italian restaurant in the west area in the moderate price range .,0
you are welcome . have a great day !,0
"yes , i was able to book that for 1 person . the reference number is s4jy176m .",0
done ! your reference number is luldc1bo . do you need help with anything else ?,1
i recommend little seoul at 108 regent street city centre,0
i was able to book that for you . your reference number is g9crg6ek .,0
"i d be happy to book that for you , first i ll need to know when you d like to check in and for how many nights you d like to stay .",0
"booking was successful , the total fee is 188.8 gbp payable at the station . reference number is: 31k4bk2e . is there anything else you need ?",1
you are welcome . have a great day .,0
there are several . how about the funky fun house ? it is in the east and is located on mercers row .,0
it is the tr1316 and the travel time is 28 minutes .,0
thank you for contacting us today . have a nice day .,1
"there are five restaurant -s that meet your criteria . the good luck chinese food takeaway , the peking , and the lucky star . would you like to book a table at one of these ?",0
i am happy we could help you today ! enjoy your meal !,1
"i am sorry , but they are all booked up . would you like to try a different day ?",0
what day would you like to travel on ?,1
"i d be happy to help with your request , first i ll need to know what day you d like to travel on .",0
the meze bar restaurant matches your criteria . would you like me to make a reservation ?,1
thank you for using the cambridge towninfo centre . goodbye !,0
i would recommend the cambridge contemporary art museum located at 6 trinity street .,0
what type of attractions are you looking for ?,1
"tr1031 leaves at 15:11 and arrives at 15:58 , the price is 7.84 pounds .",0
i have two options for you . ashley hotel and lovell lodge . do you have a preference ?,0
tickets will be 75.10 each . is there anything else i can help you with ?,1
"do you have any food type , price range , and location preferences ?",1
we are happy to help . thank you for using our service . have a great day !,1
i have booked your train tickets . the reference number is dqdgtdh8 . is there anything else i can help you with ?,0
it was my pleasure . feel free to get in touch if you need anything else .,1
"abbey pool and astroturf pitch is a swimmingpool in the east of town , address is pool way , whitehill road , off newmarket road , postcode cb58nt . their phone number is 01223902088 .",0
the address is silver street and postcode is cb39et . can i assist you with anything else ?,0
"yes , la raza is a restaurant serving spanish food in the cheap price range . it is located at 46 rose crescent . would you like a reservation ?",1
holy trinity church is in the centre of town and has free admission . their phone number is 01223355397 .,0
fitzbillies restaurant meets all of your requirement -s . would you like more info on them ?,1
i apologize for my error . the trainid is tr4543 and the price is 23.60 . would you like me to book that for you ?,1
there is wandlebury country park in the south area of town . what is your destination ?,0
there are about 10 place -s that meet that criteria . do you have a specific area in mind ?,0
the arbury lodge guesthouse is a 4-star guesthouse in the north area . would like like to book a room there ?,1
the phone number is 01223462354 and postcode is cb23ar .,0
you are welcome . have a great day !,0
"i can book that for you , how many people and what day would you like to book ?",0
it is 2.50 pounds . is there anything else i can help you with ?,0
i have tw,0
"sure , what is your price range ?",1
"your table at the peking restaurant is booked , ref #n2xf9gwq . can i help you with anything else today ?",1
"booking was successful , the total fee is 23.6 gbp payable at the station . reference number is : r57g4du4 . can i provide any further help today ?",1
you are very welcome !,0
"my apologies , i am still not finding availability . perhaps another day or a different time slot ?",1
the price per ticket on the tr7604 is 7.84 pounds . can i assist you further today ?,1
"yes , the express by holiday inn does have free parking . do you want me to go ahead and make a booking for you ?",1
what day and time would you like to depart ?,1
i can help you with that . can you confirm the destination you are traveling to ?,1
there are 5 trains leaving from london kings cross . where will you be departing from ?,0
i d be happy to help with that . where will you be traveling to and from ?,0
the postcode is cb30ag and the entrance is free .,0
is there anything else i can do for you today ?,1
you are very welcome . enjoy your time at the museum . if you need anything else feel free to call again .,1
holy trinity church has free entrance . is there anything else i can help you with ?,0
thank you for your patience . i am checking many hotel -s as so far i have been unsuccessful booking a room for you .,1
from where and to where will you travel ?,1
booking was successful . reference number is : 98wbw794 . address is 151 hills road . postcode is cb28rj .,0
tr1951 leaves cambridge at 06:40 and arrives at the airport at 07:08 . would that work ?,1
i have a train that leaves at 10:36 and every hour on the :36 with the last one being at 23:36 . which one would you like to book ?,1
sure . let me start by getting more information from you . what are your departure and destination cities ?,1
"sure , it is in the centre of town , on regent street . is there anything else i can help with ?",0
i am afraid we do not have any indonesian restaurant -s . is there something else that might work instead ?,1
i have booked a blue volvo for you . the contact number is 07600966751 . can i help with anything else today ?,0
it is a free museum in the centre .,0
booking was successful . reference number is : tfpe0att . is there anything else i can help you with ?,0
is there anything else i can do for you ?,1
there are a few trains available . when are you planning your trip ?,0
what type of food would you like ?,0
"it is located in the west , it is expensive and 4 stars .",0
there are lots of trains that fit those criteria . where would you like to go ?,1
the address is herschel road . can i help you with anything else ?,0
certain -ly . what are you looking for in the way of lodgings ?,1
i can help with that . where are you departing from ?,0
i would recommend the man on the moon concert hall on 2 norfolk street .,1
there are 5 trains that fit your request . they leave every 2 hour -s starting at 05:29 . do you have a preference for one of these trains ?,1
i am sorry but we do not have any matching trains at that particular time . would you like to try a different time ?,1
"those trains run every 2 hour -s , starting at 05:50 . what time would you like to depart ?",1
"okay , where are you departing from ?",1
"they are on bateman street , postal code cb21jf , they can be reach at 01223336265 , the entrance fee is 4 pounds , can i help with anything else ?",1
gonville hotel is in the centre of town and the lensfield hotel is in the south .,1
your booking was successful and the reference number is v44g1k2d . they will hold your table for 15 minutes on tuesday at 16:15 . is there anything else ?,1
located at 6 trinity street .,1
jinling noodle bar looks like a good place .,1
"your taxi is booked . look for a red tesla . if you need to reach them , their phone number is 07612290033 . is there anything else i can help you with ?",0
it is free . would you like their phone number ?,1
there are many great colleges in the center . i would recommend christ 's college . what part of town would you like to visit ?,0
there is a train leaving cambridge at 12:40 on tuesday arriving at stansted airport at 13:03 . will that work ?,0
"i do not have anything in the centre area , would you like to try something else ?",0
their number is 01223355711 . would you like me to make a reservation for you ?,0
"bedouin servers african food and is in the centre of town in the expensive price range . would you like their phone number , or should i book a reservation ?",1
"the phone number for castle galleries is 01223307402 and they are located on unit su43 , grande arcade , saint andrews street . is there anything else i can help you with today ?",0
the address is 5 greens road .,0
you are welcome . have a nice day .,0
the ashley hotel is in the north part of town . it is a moderate -ly priced two star hotel with internet service and parking . would you like to make a reservation ?,1
you are welcome . have a nice day .,0
adc theatre is located in the centre of town .,0
tr3293 will arrive by 9:35 . would you like to book a seat ?,1
that time is not available . what other time would work for you ?,1
"i am sorry , it is not open then . is there another time or place i can book you during ?",1
tr6009 departs at 11:21 and arrives in stevenage at 12:10 . does that work for you ?,0
you are welcome . have a great day !,0
finches bed and breakfast is a guesthouse . it does have free parking . it is post code is cb30nd . is there anything else i can help you with tonight ?,1
booking completed ! booked car type : grey honda contact number : 07025426721,0
"ok , when do you want to travel ?",1
when will you be leaving ?,1
it is free and the address is castle street .,1
the train id is tr5015 and the travel time is 88 minutes . would you like me to book it ?,0
i see several trains . when would you like to leave ?,1
their phone number is 01223452587 . is there anything else i can assist you with ?,1
there are 17 chinese restaurant -s in town . are you looking for a particular price range ?,1
tr6628 leaves at 08:01 and the duration of the trip is 163 minutes . can i help you with anything else today ?,0
"there are 7 options for a guesthouse , may i suggest alexander bed and breakfast ?",0
i would be happy to help . which restaurant are you looking for ?,1
you are welcome . have a great day !,0
i have 36 trains that match what you are requesting . where will you be traveling to ?,1
"yes , several . the cambridge museum of technology is good , or if you are in a more aquatic frame of mind there is the abbey pool and astroturf pitch . do they sound appealing ?",1
"booking was successful , the total fee is 50.5 gbp payable at the station . reference number is : 3r5w0fnb . is there anything else i can help with today ?",1
"booking was successful . your reference number is: nz89k99x , they will only hold your table for 15 minutes . is there anything else i can assist you with today ?",1
what time would you like to leave at ?,1
the hamilton lodge is a moderate -ly priced 3 star guesthouse in the north area that has free internet . would that work for you ?,0
do you have a preference for the type of food ?,0
thank you for using our service today !,0
you are very welcome . have a great day .,0
"i am sorry , but i attempted reservations at your specified time at all 4 restaurant -s , and none have availability at that time . would you like to try a different time ?",1
the closest train i have found to meet your preferences leaves monday and arrives by 19:58 . would you like me to book this for you ?,1
"yes , there is . how many stars should the hotel be rated for ?",1
"there is african , asian oriental , british , chinese , european , french , gastropub , indian , italian , japanese , korean , mediterranean , modern european , north american , seafood , thai , and turkish food available in the centre .",1
certain -ly . when would you like to depart ?,1
there are ten trains that meet that criteria . the earliest leaves at 05:29 . the latest leaves at 19:29 . what time would you like to leave ?,0
there is one called bedouin that fits your needs . would you like me to book it for you ?,0
what kind of food do you like ?,1
i have 10 trains to ely on friday . do you have a preferred departure or arrival time ?,0
tr5844 leaves at 15:50 and the travel time is 17 minutes . would you like to book a ticket ?,0
i do not have any matches for that search .,0
when would you like to travel ?,0
you are welcome . have a nice day !,0
there are none in the same price range .,0
"unfortunately , i am unable to book for that day and time . would you like to book your table for another day or time ?",1
how about tr5985 ? it leaves at 12:40 .,1
thank you for contacting us and have a nice day .,0
when would you like to leave by ?,0
there are 9 trains available . what time do you need to arrive by ?,0
"train tr1975 meets your criteria , can i book something for you ?",1
i have booked your table . your reference number is 11xdm9cc .,0
"ok , i have you booked in the ashley hotel . the reference number is : keh2f5z2 . can i help you with anything else today ?",1
what is your destination ?,0
of course . the address is 53-57 lensfield road . phone number is 01223355017 .,1
nusha is a entertainment venue in the south area . it does not have an entrance fee listed .,0
yes i can . may i have the name of the particular hotel please ?,1
"i have one restaurant that fits your criteria in the area , would you like me to book it for you ?",0
would you like to try the cambridge arts theatre ?,1
"ok , i have you booked at curry garden for 7 people . your reference number is 2ozt0p7i . can i help you with anything else today ?",0
"i do not have any information about the entrance fee , but you can call them at 01223576412 for more information .",0
booking was successful . the table will be reserved for 15 minutes . reference number is : 3gllhsnn .,1
i have booked you at el shaddai . the reference number is jyun4q2r . can i help you with anything else ?,0
"yes , both have free internet and free parking . do you have a preference between the two ?",1
yes i have many options . what side of town did you want to stay on and what price range are you looking for .,1
have a good day !,1
you are all ready to go ! your reference number is i9cagd11 . can i help you with anything else ?,1
tr2551 leaves ely at 07:35 and arrives in cambridge at 07:52 . would you like to book a ticket ?,0
you are welcome . have a great day !,0
sure . what is your departure site ?,1
the tr4078 arrives at 15:07 . would you like me to book it for you ?,0
"riverboat georgina is located at cambridge passenger cruisers , jubilee house and their phone number is 01223902091 .",0
may i ask your destination ?,1
there are 5 architecture attractions in the centre . will one of those work ?,1
"thank you , goodbye .",0
the total travel time from stansted airport to cambridge is 28 minutes .,1
you are welcome ! have a great day !,0
"certain -ly . how many people are dining , and what day and time would you like ?",1
you are welcome . please let us know if you need anything else .,0
of course . have a good one .,1
sure ! the postcode is cb13lh . can i help you with anything else ?,1
what time do you want to leave ?,0
there are a lot of trains that day . did you have a departure or arrival time in mind ?,0
i am sorry that was not successful . is there another time or day you would like to try ?,1
"great , your reference number is tygh2e4a , and the total fee payable at the station is 450.6 gbp .",1
"pizza express fen ditton is available , their phone number is 01223324033 . would you like me to book it for you ?",0
"there are many trains moving on tuesday , can i get your preferred point of departure and arrival ?",1
you are welcome . have a great day !,0
